Name	Level	School	Ritual	Casting Time	Range	Verbal	Somatic	Material	Materials	Concentration	Duration	Classes	Description
"Blight"	"4"	"necromancy"	"False"	"1 action"	"30 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Druid, Sorcerer, Warlock, Wizard"	"Necromantic energy washes over a creature of your choice that you can see within range, draining moisture and vitality from it. The target must make a Constitution saving throw. The target takes 8d8 necrotic damage on a failed save, or half as much damage on a successful one. This spell has no Effect on Undead or Constructs.\n\nIf you target a plant creature or a magical plant, it makes the saving throw with disadvantage, and the spell deals maximum damage to it.\n\nIf you target a nonmagical plant that isn't a creature, such as a tree or shrub, it doesn't make a saving throw, it simply withers and dies.\n\nAt Higher Levels: When you cast this spell using a spell slot of 5th Level or higher, the damage increases by 1d8 for each slot level above 4th."
"Blindness Deafness"	"2"	"necromancy"	"False"	"1 action"	"30 ft"	"True"	"False"	"False"	""	"False"	"1 minute"	"Bard, Cleric, Sorcerer, Wizard"	"You can blind or deafen a foe. Choose one creature that you can see within range to make a Constitution saving throw. If it fails, the target is either Blinded or Deafened (your choice) for the Duration. At the end of each of its turns, the target can make a Constitution saving throw. On a success, the spell ends.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd Level or higher, you can target one additional creature for each slot level above 2nd."
"Blindness Deafness"	"2"	"necromancy"	"False"	"1 action"	"30 ft"	"True"	"False"	"False"	""	"False"	"1 minute"	"Bard, Cleric, Sorcerer, Wizard"	"You can blind or deafen a foe. Choose one creature that you can see within range to make a Constitution saving throw. If it fails, the target is either Blinded or Deafened (your choice) for the Duration. At the end of each of its turns, the target can make a Constitution saving throw. On a success, the spell ends.\n\nAt Higher Levels: When you cast this spell using a spell slot of 3rd Level or higher, you can target one additional creature for each slot level above 2nd."
"Blink"	"3"	"transmutation"	"False"	"1 action"	"Self"	"True"	"True"	"False"	""	"False"	"1 minute"	"Sorcerer, Wizard"	"Roll a d20 at the end of each of your turns for the Duration of the spell. On a roll of 11 or higher, you Vanish from your current plane of existence and appear in the Ethereal Plane (the spell fails and the casting is wasted if you were already on that plane). At the start of you next turn, and when the spell ends if you are on the Ethereal Plane, you return to an unoccupied space of your choice that you can see within 10 feet of the space you vanished from. If no unoccupied space is available within that range, you appear in the nearest unoccupied space (chosen at random if more than one space is equally near). You can dismiss this spell as an action.\n\nWhile on the Ethereal Plane, you can see and hear the plane you originated from, which is cast in Shades of Gray, and you can't see anything more than 60 feet away. You can only affect and be affected by other creatures on the Ethereal Plane. Creature that aren't there can't perceive you or interact with you, unless they have the ability to do so."
"Blur"	"2"	"illusion"	"False"	"1 action"	"Self"	"True"	"False"	"False"	""	"True"	"Up to 1 minute"	"Sorcerer, Wizard"	"Your body becomes blurred, shifting and wavering to all who can see you. For the Duration, any creature has disadvantage on Attack Rolls against you. An attacker is immune to this Effect if it doesn't rely on sight, as with Blindsight, or can see through illusions, as with Truesight."
"Branding Smite"	"2"	"evocation"	"False"	"1 bonus action"	"Self"	"True"	"False"	"False"	""	"True"	"Up to 1 minute"	"Paladin"	"The next time you hit a creature with a weapon Attack before this spell ends, the weapon gleams with astral Radiance as you strike. The Attack deals an extra 2d6 radiant damage to the target, which becomes visible if it's Invisible, and the target sheds dim light in a 5-foot radius and can't become Invisible until the spell ends.\n\nAt Higher Levels. When you cast this spell using a spell slot of 3rd Level or higher, the extra damage increases by 1d6 for each slot level above 2nd."
"Burning Hands"	"1"	"evocation"	"False"	"1 action"	"Self (15-foot cone)"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Sorcerer, Wizard"	"As you hold your hands with thumbs touching and fingers spread, a thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a 15-foot cone must make a Dexterity saving throw. A creature takes 3d6 fire damage on a failed save, or half as much damage on a successful one.\n\nThe fire ignites any flammable Objects in the area that aren't being worn or carried.\n\nAt Higher Levels: When you cast this spell using a spell slot of 2nd Level or higher, the damage increases by 1d6 for each slot level above 1st."
"Call Lightning"	"3"	"conjuration"	"False"	"1 action"	"120 feet"	"True"	"True"	"False"	""	"True"	"Up to 10 minutes"	"Druid"	"A storm cloud appears in the shape of a Cylinder that is 10 feet tall with a 60-foot radius, centered on a point you can see 100 feet directly above you. The spell fails if you can't see a point in the air where the storm cloud could appear (for example, if you are in a room that can't accommodate the cloud).\n\nWhen you cast the spell, choose a point you can see within range. A bolt of lightning flashes down from the cloud to that point. Each creature within 5 feet of that point must make a Dexterity saving throw. A creature takes 3d10 lightning damage on a failed save, or half as much damage on a successful one. On each of your turns until the spell ends, you can use your action to call down lightning in this way again, targeting the same point or a different one.\n\nIf you are outdoors in stormy Conditions when you cast this spell, the spell gives you control over the existing storm instead of creating a new one. Under such Conditions, the spell's damage increases by 1d10.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher level, the damage increases by 1d10 for each slot level above 3rd."
"Calm Emotions"	"2"	"enchantment"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"True"	"Up to 1 minute"	"Bard, Cleric"	"You attempt to suppress strong emotions in a group of people. Each Humanoid in a 20-foot-radius Sphere centered on a point you choose within range must make a Charisma saving throw; a creature can choose to fail this saving throw if it wishes. If a creature fails its saving throw, choose one of the following two Effects.\n\nYou can suppress any Effect causing a target to be Charmed or Frightened. When this spell ends, any suppressed Effect resumes, provided that its Duration has not expired in the meantime.\n\nAlternatively, you can make a target indifferent about creatures of your choice that it is Hostile toward. This indifference ends if the target is attacked or harmed by a spell or if it witnesses any of its Friends being harmed. When the spell ends, the creature becomes Hostile again, unless the DM rules otherwise."
"Chain Lightning"	"6"	"evocation"	"False"	"1 action"	"150 feet"	"True"	"True"	"True"	"A bit of fur; a piece of amber, glass, or a crystal rod; and three silver pins"	"False"	"Instantaneous"	"Sorcerer, Wizard"	"You create a bolt of lightning that arcs toward a target of your choice that you can see within range. Three bolts then leap from that target to as many as three other Targets, each of which must be within 30 feet of the first target. A target can be a creature or an object and can be targeted by only one of the bolts.\n\nA target must make a Dexterity saving throw. The target takes 10d8 lightning damage on a failed save, or half as much on a successful one.\n\nAt Higher Levels: When you cast this spell using a spell slot of 7th level or higher, one additional bolt leaps from the first target to another target for each slot level above 6th."
